编号,租金,租赁方式,地铁距离,房屋类型,房屋面积,朝向,楼层,车位,用电,采暖,电梯,用水,燃气,区域
BJ2902192280381431808,13588,整租,253m,2室1厅1卫,93.36,东北,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2873763603692134400,12500,整租,781m,3室1厅1卫,86,东/西/北,高楼层,租用车位,民电,集中供暖,有,民水,有,西城
BJ2897824304127279104,42000,整租,664m,3室2厅4卫,289.52,南/北,低楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ2882743820158771200,29500,整租,669m,4室1厅2卫,204,东/南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1571480018763120640,7800,整租,1053m,2室1厅1卫,54.04,南,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1571811814923042816,29000,整租,226m,3室1厅2卫,201,东南,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1572225475349053440,8800,整租,684m,2室1厅1卫,61,东/西,高楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ1574361935531474944,9700,整租,685m,1室1厅1卫,67.27,西,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2907118178104778752,32000,整租,478m,4室2厅3卫,222.19,南/北,高楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ1570647042357723136,7200,整租,1098m,1室1厅1卫,50,南,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1570058726293897216,18000,整租,674m,2室1厅2卫,125,西,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2894047296398295040,12500,整租,403m,2室2厅1卫,86.83,东北,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1568816170037936128,12800,整租,832m,3室1厅1卫,89,东/北,中楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ2853571430153723904,6600,整租,750m,1室1厅1卫,46,西南,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ2893316086923796480,6300,整租,85m,1室1厅1卫,44,南,低楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ1569939164860776448,7300,整租,169m,2室1厅1卫,51,南,高楼层,免费使用,民电,集中供暖,无,民水,有,海淀
BJ2860904064718749696,11500,整租,补753,3室1厅1卫,80.39,东/北,中楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1567421399180509184,14688,整租,751m,2室1厅2卫,102.7,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2864374410776166400,12000,整租,808m,2室1厅1卫,84,东/西,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ2893432066282618880,20000,整租,837m,2室1厅1卫,140,东/南,中楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ1574706064891314176,9000,整租,16m,2室1厅1卫,63,东南,低楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ2898604968137195520,9000,整租,212m,2室1厅1卫,63,南,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1575095936462356480,15000,整租,1057m,2室1厅1卫,105,南,低楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1572201843872759808,7500,整租,792m,1室1厅1卫,52.66,东,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1571685618830802944,13500,整租,613m,2室1厅1卫,94.92,南,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1565247192082415616,11500,整租,685m,2房间1卫,81,东南,中楼层,租用车位,商电,集中供暖,有,商水,无,朝阳
BJ2897901305324912640,8500,整租,647m,2室1厅1卫,59.88,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,东城
BJ1574379889795006464,14000,整租,,2室1厅1卫,98.66,南,低楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ1568835567032991744,12500,整租,654m,3室2厅1卫,88.14,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,石景山
BJ2848534110526242816,7800,整租,346m,2室1厅1卫,55,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1567143113242181632,6500,整租,1199m,1室0厅1卫,45.88,西,中楼层,租用车位,民电,自采暖,有,民水,有,海淀
BJ2879730654335991808,8500,整租,,2室1厅1卫,60,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1567145372717940736,8500,整租,1082m,1室1厅1卫,60,西,中楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ2900612284160147456,5500,整租,,1室1厅1卫,38.84,南,高楼层,租用车位,民电,集中供暖,有,民水,有,西城
BJ2876121672262352896,6500,整租,,1室1厅1卫,46,东,高楼层,租用车位,民电,集中供暖,有,民水,无,东城
BJ1573163990635249664,6500,整租,127m,1室1厅1卫,46,南,中楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ2861391421485883392,4800,整租,,1房间1卫,34,北,高楼层,免费使用,民电,集中供暖,有,民水,有,西城
BJ2902090622934990848,16500,整租,258m,2房间1卫,117,东,高楼层,租用车位,民电,集中供暖,有,民水,无,朝阳
BJ1569277088832159744,7800,整租,656m,2室1厅1卫,55.4,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1572883788952764416,4500,整租,644m,1室0厅1卫,32,北,高楼层,租用车位,民电,集中供暖,无,民水,有,昌平
BJ1567125036320423936,9000,整租,847m,3室1厅1卫,64,南/北,低楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ2470797091081814016,23000,整租,835m,3室1厅0卫,163.57,南,低楼层,租用车位,商电,集中供暖,有,商水,无,海淀
BJ2873305484553617408,12500,整租,,3室1厅1卫,88.95,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,西城
BJ1565279815139852288,12500,整租,84m,2室1厅1卫,89,东南,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2868888696608784384,13000,整租,1147m,2室1厅1卫,92.62,西,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ2904240790450470912,32000,整租,702m,3室2厅3卫,228,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1565701618316345344,8000,整租,911m,1室0厅1卫,57,东,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1572453410727264256,11000,整租,255m,3室1厅1卫,78.64,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2894840939959304192,15000,整租,196m,1室2厅1卫,107.26,北,低楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ2902251402073997312,4000,整租,676m,1室0厅1卫,28.62,北,低楼层,免费使用,民电,集中供暖,有,民水,无,西城
BJ2873138724563599360,19000,整租,712m,4室2厅2卫,136,南,低楼层,租用车位,民电,集中供暖,有,民水,有,西城
BJ2860292650304028672,23000,整租,1163m,3室2厅2卫,165,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2880304756340039680,8000,整租,750m,2室1厅1卫,57.41,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1571118494991253504,18500,整租,613m,3室2厅2卫,133,南/北,中楼层,免费使用,民电,集中供暖,有,民水,有,朝阳
BJ1570330316998967296,5100,整租,,1室1厅1卫,36.7,南,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2781754577178075136,21000,整租,,1室1厅1卫,151.23,西南,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2606675888817053696,49000,整租,690m,4室2厅3卫,353.2,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2882438046866227200,6100,整租,630m,1室1厅1卫,44,东南,中楼层,租用车位,民电,集中供暖,有,民水,有,西城
BJ1565960594358534144,9000,整租,825m,2室1厅1卫,65,南/北,低楼层,免费使用,民电,自采暖,无,民水,有,海淀
BJ2846463281827692544,36000,整租,1152m,3室2厅3卫,260,南,低楼层,租用车位,民电,集中供暖,无,民水,有,顺义
BJ2903556564093255680,13000,整租,987m,2室1厅1卫,94,南,高楼层,租用车位,民电,自采暖,有,民水,有,西城
BJ1566748969210478592,6500,整租,697m,1室0厅1卫,47,东,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2831745476775116800,34000,整租,460m,1室1厅1卫,246,南,中楼层,租用车位,民电,自采暖,有,民水,无,海淀
BJ1573902593694892032,5800,整租,325m,1室1厅1卫,41.97,南,低楼层,租用车位,民电,集中供暖,无,民水,有,东城
BJ1572436496873422848,7600,整租,519m,1室1厅1卫,55,东,高楼层,租用车位,商电,集中供暖,有,商水,有,海淀
BJ2847906530895347712,6600,整租,825m,1室1厅1卫,47.78,西,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1572205773075775488,6300,整租,16m,1室1厅1卫,45.68,东南,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2886901433436225536,13500,整租,756m,2室1厅1卫,98,东南,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2882559597108011008,8300,整租,1064m,1室1厅1卫,60.26,北,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1574597747888095232,9500,整租,683m,2室1厅1卫,69,东南,高楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1569207670810869760,6800,整租,312m,1室1厅1卫,49.45,北,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1569594499422748672,7700,整租,244m,2房间1卫,56,东,低楼层,租用车位,商电,集中供暖,有,商水,有,朝阳
BJ1571073066706927616,7300,整租,414m,2室1厅1卫,53.13,南/西北,高楼层,租用车位,民电,集中供暖,无,民水,有,东城
BJ2897736797289455616,12000,整租,900m,2房间1卫,87.35,南,中楼层,租用车位,商电,集中供暖,有,商水,有,朝阳
BJ2886231427530637312,35000,整租,,3室1厅2卫,255,南/西南,中楼层,租用车位,商电,集中供暖,有,民水,有,朝阳
BJ1565194635783962624,8800,整租,125m,2室1厅1卫,64.2,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ2845678144550076416,6400,整租,980m,1室1厅1卫,46.7,南,高楼层,租用车位,民电,集中供暖,无,民水,有,西城
BJ1569298466755051520,6500,整租,693m,1室0厅1卫,47.43,东,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1567505418958143488,10000,整租,767m,1室1厅1卫,73,东,低楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ1566800539763605504,6300,整租,552m,3房间2卫,46,东,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2795129847838679040,13000,整租,373m,3房间1卫,94.96,东南,中楼层,租用车位,商电,集中供暖,有,商水,有,朝阳
BJ1566726848707035136,17000,整租,46m,2室1厅1卫,124.51,西南,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1568502771877937152,6500,整租,,1房间1卫,47.61,东,低楼层,租用车位,商电,集中供暖,有,商水,无,朝阳
BJ2882042523587985408,7500,整租,782m,2室1厅1卫,55,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1569564119357456384,30000,整租,1010m,3室2厅2卫,220,东南,中楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ2904332434676129792,29000,整租,777m,3室2厅3卫,213,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1572919377857085440,6800,整租,835m,2室1厅1卫,50,南,中楼层,租用车位,民电,集中供暖,无,民水,有,东城
BJ2898436291232808960,7200,整租,565m,2室1厅2卫,53,西,高楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ2897219581951352832,9500,整租,900m,1房间1卫,70,西南,中楼层,租用车位,商电,集中供暖,有,商水,有,朝阳
BJ2849165485399359488,17200,整租,,3室2厅2卫,126.74,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2904365195646205952,8000,整租,,2室1厅1卫,59,南,低楼层,免费使用,民电,集中供暖,有,民水,有,西城
BJ1565687995607023616,6100,整租,,1室0厅1卫,45,南,低楼层,免费使用,民电,自采暖,有,民水,有,海淀
BJ2867286837083512832,6500,整租,276m,2室0厅1卫,48,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ1569588209027907584,7500,整租,525m,2室1厅1卫,55.4,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2781748455524007936,13500,整租,,1室1厅1卫,99.76,西,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2896480949237710848,11500,整租,685m,2房间1卫,85,南/北,中楼层,租用车位,商电,集中供暖,有,商水,无,朝阳
BJ2894819326568185856,11000,整租,,2室1厅1卫,81.39,东/西,中楼层,租用车位,民电,自采暖,有,民水,有,海淀
BJ2896377632382271488,12200,整租,573m,2室1厅1卫,90.3,南,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2901312507643691008,10800,整租,425m,3室1厅1卫,80,南/北,低楼层,租用车位,民电,自采暖,无,民水,有,东城
BJ2882440669371310080,8600,整租,522m,1室1厅1卫,63.86,北,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1568867543047733248,6999,整租,416m,2房间2卫,52,东/西,中楼层,租用车位,商电,集中供暖,有,民水,无,丰台
BJ2685347812149043200,7800,整租,595m,3室1厅1卫,58,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,东城
BJ2892779965148315648,16000,整租,,3室1厅2卫,119,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2895775424146063360,18000,整租,386m,3室1厅1卫,134,南,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1574688757402042368,18000,整租,226m,2室1厅2卫,134,东北,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2876814921742688256,10800,整租,,2室1厅1卫,80.4,东北,低楼层,租用车位,民电,自采暖,有,民水,有,西城
BJ1569903372897615872,25500,未知,,4室2厅3卫,190.21,东/南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,亦庄开发区
BJ2881262738032558080,17000,整租,,3室2厅2卫,127,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1574394318318206976,24000,整租,433m,4室2厅2卫,179.85,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1567449343529582592,6000,整租,,1室1厅1卫,45,南,低楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1571369213342253056,8000,整租,1005m,3室1厅1卫,60,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1574008323538157568,23500,整租,,3室1厅2卫,176.3,东/西,中楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ1572530233251201024,11800,整租,654m,2室1厅1卫,88.53,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,石景山
BJ1571032034694922240,10500,整租,80m,2室1厅1卫,78.82,东南,低楼层,租用车位,民电,集中供暖,有,民水,无,朝阳
BJ2871863139207749632,7500,整租,808m,2室1厅1卫,56.4,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2765003705559826432,8000,整租,,2房间2卫,60.22,东/西,高楼层,租用车位,商电,集中供暖,有,民水,有,丰台
BJ2896386318785314816,32000,整租,,5室2厅4卫,241,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ1573264614571900928,7300,整租,,2室1厅1卫,55,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1574967535323840512,13800,整租,39m,2室2厅2卫,103.98,西/北,高楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ2858642913234264064,6500,整租,484m,1室1厅1卫,49,南,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1572072701617504256,17500,整租,,3室2厅2卫,132.02,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1569930126819328000,7600,整租,630m,2室1厅1卫,57.35,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2905210334137040896,6000,整租,1005m,1室1厅1卫,45.29,东,低楼层,租用车位,民电,集中供暖,有,民水,有,东城
BJ2897796710044532736,8200,整租,,2室1厅1卫,62,东/西南/西,中楼层,租用车位,民电,集中供暖,无,民水,有,西城
BJ2856606247409688576,12200,整租,258m,2房间1卫,92.43,北,中楼层,租用车位,民电,集中供暖,有,民水,无,朝阳
BJ2820821316771790848,9500,整租,788m,1室0厅1卫,72,东,中楼层,租用车位,民电,集中供暖,有,民水,无,朝阳
BJ2896185971529744384,11000,整租,258m,2房间1卫,83.57,西,低楼层,租用车位,民电,集中供暖,有,民水,无,朝阳
BJ2901405886432157696,11000,整租,501m,2室1厅1卫,83.58,南,中楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ1567066931062636544,5500,整租,348m,1室1厅1卫,41.9,南,中楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2854359500079767552,8000,整租,762m,2室1厅1卫,61,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ2893499090506104832,8300,整租,,2室1厅1卫,63.3,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,西城
BJ2875185335065911296,5990,整租,750m,1室1厅1卫,45.8,西南/西,中楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ2884014597097136128,6000,整租,,1室1厅1卫,45.9,南,高楼层,租用车位,民电,集中供暖,无,民水,有,西城
BJ2892560429883080704,6400,整租,886m,1室1厅1卫,49,南,中楼层,租用车位,民电,集中供暖,无,民水,有,朝阳
BJ1570033699561406464,7600,整租,404m,2室1厅1卫,58.21,南,低楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ2894169686483156992,9400,整租,606m,2室1厅1卫,72,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,东城
